Ramo,NoLAG,AñoMes,AñoSusc,Fecha Inicio,Fecha Fin,Llave,Prima Dev,LAG,Ind Sin SONR Media,Ind Sin SONR 99.5%,Factor_Ret,BEL_RIESGO,IRR,Desviacion,MR,mes
80,3,202603,2024,202303,202403,202603-80,213509387.72562343,0.121221,1.39757,3.193566,0.916708906,36171657.25906347,3012776.904900438,46483647.86783414,1003347.709176783,202603
80,2,202603,2025,202403,202503,202603-80,154182818.33923212,0.251152,1.39757,3.193566,0.916708906,54118554.79279333,4507593.634390701,69546933.5587038,1501167.822818005,202603
80,1,202603,2026,202503,202603,202603-80,57189056.50609896,0.879458,1.39757,3.193566,0.916708906,70291304.8024232,5854639.675681283,90330289.1876134,1949775.7358321368,202603
90,10,202603,2017,201603,201703,202603-90,204268080.5911604,0.0,0.737864,1.240613,0.882909806,0.0,0.0,0.0,0.0,202603
90,9,202603,2018,201703,201803,202603-90,202862524.84415323,0.0126469999999999,0.737864,1.240613,0.882909806,1893065.613637719,221659.41995556952,1289854.0167168337,27841.44816957989,202603
90,8,202603,2019,201803,201903,202603-90,138721013.19844258,0.0155469999999999,0.737864,1.240613,0.882909806,1591348.0364402449,186331.25030830727,1084276.552281039,23404.066693270277,202603
90,7,202603,2020,201903,202003,202603-90,147821441.65532905,0.0247979999999999,0.737864,1.240613,0.882909806,2704770.4373536264,316702.0952352009,1842914.998711278,39779.2476920476,202603
90,6,202603,2021,202003,202103,202603-90,162683132.39906597,0.069115,0.737864,1.240613,0.882909806,8296428.222593327,971430.3900905276,5652831.676949374,122016.14919628244,202603
90,5,202603,2022,202103,202203,202603-90,199245497.08680236,0.0807639999999999,0.737864,1.240613,0.882909806,11873606.641705813,1390282.905157022,8090168.195644395,174625.96199494202,202603
90,4,202603,2023,202203,202303,202603-90,216028059.1718868,0.144758,0.737864,1.240613,0.882909806,23074327.901316367,2701777.530384746,15721861.044933625,339355.7516888755,202603
90,3,202603,2024,202303,202403,202603-90,546550383.9557705,0.23265,0.737864,1.240613,0.882909806,93823057.68578626,10985760.026101902,63927022.36248328,1379862.2609021831,202603
90,2,202603,2025,202403,202503,202603-90,499697312.1149551,0.4885589999999999,0.737864,1.240613,0.882909806,180135933.002664,21092151.34165293,122736927.3757174,2649271.7452805443,202603
90,1,202603,2026,202503,202603,202603-90,162597829.99337485,0.899486,0.737864,1.240613,0.882909806,107915909.51340003,12635894.780610455,73529289.39743958,1587126.816812693,202603
110,10,202603,2017,201603,201703,202603-110,448093793.0916532,0.0,0.677543,1.538171,0.834436992,0.0,0.0,0.0,0.0,202603
110,9,202603,2018,201703,201803,202603-110,470377532.9941273,0.003291,0.677543,1.538171,0.834436992,1048845.006920029,173649.9342714608,1332262.8683575368,28756.84156261783,202603
110,8,202603,2019,201803,201903,202603-110,589726783.3193607,0.0122299999999999,0.677543,1.538171,0.834436992,4886683.055815208,809053.9458633978,6207157.722772031,133981.25507167686,202603
110,7,202603,2020,201903,202003,202603-110,691744683.727842,0.0233999999999999,0.677543,1.538171,0.834436992,10967270.376980098,1815774.273162119,13930835.341815392,300696.5323993344,202603
110,6,202603,2021,202003,202103,202603-110,879897426.3921924,0.0270679999999999,0.677543,1.538171,0.834436992,16137084.680445172,2671704.2800452216,20497631.75822371,442440.5745142586,202603
110,5,202603,2022,202103,202203,202603-110,1065452322.1868516,0.0437149999999999,0.677543,1.538171,0.834436992,31557410.977805126,5224739.886177639,40084823.39129246,865229.3347708638,202603
110,4,202603,2023,202203,202303,202603-110,1285315762.060227,0.0832159999999999,0.677543,1.538171,0.834436992,72469210.92863916,11998220.548731972,92051769.50111336,1986933.820624753,202603
110,3,202603,2024,202303,202403,202603-110,1150400703.2789934,0.252127,0.677543,1.538171,0.834436992,196519367.4476934,32536337.60489741,249622636.74449217,5388094.786544649,202603
110,2,202603,2025,202403,202503,202603-110,744231752.5235701,0.6327050000000001,0.677543,1.538171,0.834436992,319040872.5927304,52821366.54139721,405251781.9499816,8747343.758721849,202603
110,1,202603,2026,202503,202603,202603-110,164466510.18670073,0.950737,0.677543,1.538171,0.834436992,105943602.2946647,17540341.47426039,134571577.8270201,2904722.209344475,202603
100,5,202603,2022,202103,202203,202603-100,81145973.29947849,0.0,0.0163,0.2145,0.609878848,0.0,0.0,0.0,0.0,202603
100,4,202603,2023,202203,202303,202603-100,93752810.61969756,0.3648,0.0163,0.2145,0.609878848,557476.7126192704,217483.4573402027,6778643.217247816,146316.74697068552,202603
100,3,202603,2024,202303,202403,202603-100,81076054.29528889,0.6938,0.0163,0.2145,0.609878848,916884.2334621642,357695.93340889644,11148862.274368156,240647.7532641191,202603
100,2,202603,2025,202403,202503,202603-100,32115015.957363017,0.863,0.0163,0.2145,0.609878848,451758.71797062975,176240.63148074516,5493164.288452689,118569.73490164948,202603
100,1,202603,2026,202503,202603,202603-100,4130672.5811154223,0.9343,0.0163,0.2145,0.609878848,62906.38449833906,24541.111188646973,764910.7612006627,16510.568666157345,202603
39,5,202603,2022,202103,202203,202603-39,-13210875.0,0.0,0.1063,0.2238,0.99549817,-0.0,-0.0,-0.0,-0.0,202603
39,4,202603,2023,202203,202303,202603-39,375160356.35,0.9718,0.1063,0.2238,0.99549817,38754942.68618886,174468.16363296716,42838248.03035928,924661.8972034324,202603
39,3,202603,2024,202303,202403,202603-39,250800002.7830909,0.9982,0.1063,0.2238,0.99549817,26612052.22331005,119802.93506046492,29415956.126424555,634942.2548895155,202603
39,2,202603,2025,202403,202503,202603-39,568742151.2317495,0.9998,0.1063,0.2238,0.99549817,60445199.21779979,272114.01119467005,66813837.32917662,1442174.0483050244,202603
39,1,202603,2026,202503,202603,202603-39,262529547.5897424,0.9998,0.1063,0.2238,0.99549817,27901309.530607857,125606.95228417747,30841052.397426367,665702.9017933805,202603
10,10,202604,2017,201604,201704,202604-10,506239258.5066408,0.0,0.787082,1.180074,0.955551279,0.0,0.0,0.0,0.0,202604
10,9,202604,2018,201704,201804,202604-10,598372323.7668198,0.0017669999999999,0.787082,1.180074,0.955551279,832200.6067869914,36990.25258710566,415519.8325745391,8968.979227202157,202604
10,8,202604,2019,201804,201904,202604-10,338278945.2863381,0.003847,0.787082,1.180074,0.955551279,1024276.3251269376,45527.7726024725,511423.71641618735,11039.060784210507,202604
10,7,202604,2020,201904,202004,202604-10,408491304.1533753,0.006444,0.787082,1.180074,0.955551279,2071850.0877129904,92091.08650258018,1034479.9012942791,22329.20794220364,202604
10,6,202604,2021,202004,202104,202604-10,806430921.7331357,0.0107509999999999,0.787082,1.180074,0.955551279,6823952.80171298,303315.9742005083,3407216.6044335766,73544.63626537262,202604
10,5,202604,2022,202104,202204,202604-10,511420785.2808207,0.027127,0.787082,1.180074,0.955551279,10919433.874054866,485354.8697458136,5452100.488935806,117683.3744057498,202604
10,4,202604,2023,202204,202304,202604-10,837976265.6151905,0.056528,0.787082,1.180074,0.955551279,37283383.55173346,1657198.7134269886,18615686.1277006,401818.8521711796,202604
10,3,202604,2024,202304,202404,202604-10,1004938704.1141652,0.139359,0.787082,1.180074,0.955551279,110228671.88078544,4899523.482629574,55037449.99856895,1187981.191407491,202604
10,2,202604,2025,202404,202504,202604-10,677835139.2368135,0.3762379999999999,0.787082,1.180074,0.955551279,200727426.55207732,8922077.379861273,100223703.26796192,2163324.6892550457,202604
10,1,202604,2026,202504,202604,202604-10,526129167.641344,0.89924,0.787082,1.180074,0.955551279,372381396.6068165,16551876.80336672,185930957.40381065,4013312.3955026567,202604
31,10,202604,2017,201604,201704,202604-31,10870461.351844,0.0,0.434026,1.58415,0.623312554,0.0,0.0,0.0,0.0,202604
31,9,202604,2018,201704,201804,202604-31,20995367.52573481,-0.0789740000000001,0.434026,1.58415,0.623312554,-719653.3695522137,-271084.3897819176,-1907006.981155208,-41162.670609813365,202604
31,8,202604,2019,201804,201904,202604-31,16095296.554788023,-0.104101,0.434026,1.58415,0.623312554,-727226.3904742277,-273937.0516915356,-1927074.7031693507,-41595.83159942709,202604
31,7,202604,2020,201904,202004,202604-31,22141583.89723985,-0.087031,0.434026,1.58415,0.623312554,-836369.9197706287,-315050.048989623,-2216293.764904117,-47838.61366048475,202604
31,6,202604,2021,202004,202104,202604-31,17545948.99726918,-0.0521689999999999,0.434026,1.58415,0.623312554,-397287.7013654681,-149653.2895545689,-1052771.309196356,-22724.02726164149,202604
31,5,202604,2022,202104,202204,202604-31,31327498.232214227,-0.08586,0.434026,1.58415,0.623312554,-1167434.019480529,-439757.7391716348,-3093579.380546381,-66774.78913559216,202604
31,4,202604,2023,202204,202304,202604-31,45228868.203393325,-0.097077,0.434026,1.58415,0.623312554,-1905670.5096978776,-717842.1572156119,-5049829.709039923,-109000.37545900432,202604
31,3,202604,2024,202304,202404,202604-31,62065466.52946778,-0.100675,0.434026,1.58415,0.623312554,-2711985.785260625,-1021570.9990381296,-7186481.775946813,-155119.92620369405,202604
31,2,202604,2025,202404,202504,202604-31,45749501.18903797,0.558862,0.434026,1.58415,0.623312554,11097028.215443602,4180111.216665389,29405976.783093307,634726.8511565949,202604
31,1,202604,2026,202504,202604,202604-31,3159382.314186927,0.976938,0.434026,1.58415,0.623312554,1339630.206974223,504621.8812495715,3549881.463704988,76624.05163606368,202604
35,10,202604,2017,201604,201704,202604-35,-45457244.7856,0.0,0.817554,1.118371,0.991118599,-0.0,-0.0,-0.0,-0.0,202604
35,9,202604,2018,201704,201804,202604-35,130495313.9008,0.0,0.817554,1.118371,0.991118599,0.0,0.0,0.0,0.0,202604
35,8,202604,2019,201804,201904,202604-35,844599.0112000001,0.0,0.817554,1.118371,0.991118599,0.0,0.0,0.0,0.0,202604
35,7,202604,2020,201904,202004,202604-35,22225814.2656,0.0,0.817554,1.118371,0.991118599,0.0,0.0,0.0,0.0,202604
35,6,202604,2021,202004,202104,202604-35,39403816.6688,0.0,0.817554,1.118371,0.991118599,0.0,0.0,0.0,0.0,202604
35,5,202604,2022,202104,202204,202604-35,133232729.06292132,0.0,0.817554,1.118371,0.991118599,0.0,0.0,0.0,0.0,202604
35,4,202604,2023,202204,202304,202604-35,85339088.4147172,0.046972,0.817554,1.118371,0.991118599,3277204.174454354,29106.164432203117,1205839.2817438794,26027.99342282927,202604
35,3,202604,2024,202304,202404,202604-35,150171586.60775715,0.226025,0.817554,1.118371,0.991118599,27749853.512292072,246457.57673392465,10210490.90825458,220393.0442700202,202604
35,2,202604,2025,202404,202504,202604-35,133616679.8926188,0.273615,0.817554,1.118371,0.991118599,29889388.247264367,265459.64266864234,10997727.494914496,237385.51499975304,202604
35,1,202604,2026,202504,202604,202604-35,54899683.51888589,0.861402,0.817554,1.118371,0.991118599,38662698.644370496,343378.9304028112,14225845.654358732,307064.31838109496,202604
40,10,202604,2017,201604,201704,202604-40,73876816.37875816,0.0,0.532376,1.704468,0.66622296,0.0,0.0,0.0,0.0,202604
40,9,202604,2018,201704,201804,202604-40,90905534.79359405,0.048532,0.532376,1.704468,0.66622296,2348751.031676531,783959.1670499386,5171067.618036517,111617.29095158748,202604
40,8,202604,2019,201804,201904,202604-40,98180500.70628598,0.056436,0.532376,1.704468,0.66622296,2949850.024482934,984592.209615841,6494461.836927757,140182.70306463196,202604
40,7,202604,2020,201904,202004,202604-40,181753921.75998315,0.064436,0.532376,1.704468,0.66622296,6234919.236128132,2081072.8872739088,13726950.420965437,296295.68440969003,202604
40,6,202604,2021,202004,202104,202604-40,315671937.8361733,0.084712,0.532376,1.704468,0.66622296,14236373.728974689,4751774.683590934,31343147.994540334,676540.6154896985,202604
40,5,202604,2022,202104,202204,202604-40,318059069.0676996,0.1093159999999999,0.532376,1.704468,0.66622296,18510151.96670989,6178263.733398605,40752402.51056571,879639.003777942,202604
40,4,202604,2023,202204,202304,202604-40,392135125.08660185,0.134376,0.532376,1.704468,0.66622296,28052781.14515281,9363374.254396915,61761687.90100315,1333123.6017998494,202604
40,3,202604,2024,202304,202404,202604-40,400071950.133439,0.4471969999999999,0.532376,1.704468,0.66622296,95247909.69712642,31791565.364894148,209700123.5456225,4526368.9108871175,202604
40,2,202604,2025,202404,202504,202604-40,264264632.1564816,0.740422,0.532376,1.704468,0.66622296,104168599.77699026,34769086.894508466,229340132.6314712,4950297.733782565,202604
40,1,202604,2026,202504,202604,202604-40,132751171.88696304,0.971897,0.532376,1.704468,0.66622296,68687399.4493259,22926276.873493627,151223855.68725735,3264160.971361385,202604
50,10,202604,2017,201604,201704,202604-50,221794015.82302463,0.0,0.727597,1.296574,0.858942649,0.0,0.0,0.0,0.0,202604
50,9,202604,2018,201704,201804,202604-50,310531068.5759151,-0.0001489999999999,0.727597,1.296574,0.858942649,-33665.27961148166,-4748.735162669914,-26326.07033495464,-568.2471917287232,202604
50,8,202604,2019,201804,201904,202604-50,389456891.7898011,-0.0021899999999999,0.727597,1.296574,0.858942649,-620575.1887493046,-87536.69222130194,-485286.5104845305,-10474.890223191418,202604
50,7,202604,2020,201904,202004,202604-50,486621246.83865625,0.023351,0.727597,1.296574,0.858942649,8267752.184656476,1166227.2218921056,6465338.415041962,139554.07514980942,202604
50,6,202604,2021,202004,202104,202604-50,635478368.4321219,0.073338,0.727597,1.296574,0.858942649,33909449.0620352,4783177.058560121,26517009.55194921,572368.6072103183,202604
50,5,202604,2022,202104,202204,202604-50,757082441.5979612,0.081427,0.727597,1.296574,0.858942649,44854137.31396925,6327005.790898761,35075697.792171046,757107.5559219391,202604
50,4,202604,2023,202204,202304,202604-50,1273943818.9422765,0.1903979999999999,0.727597,1.296574,0.858942649,176483276.40280995,24894263.46518119,138008987.33480424,2978918.558239981,202604
50,3,202604,2024,202304,202404,202604-50,1132943805.3263662,0.3421119999999999,0.727597,1.296574,0.858942649,282011992.3315839,39779864.58852556,220531884.21729,4760172.03854116,202604
50,2,202604,2025,202404,202504,202604-50,1298565803.916025,0.5723210000000001,0.727597,1.296574,0.858942649,540747528.8678575,76276413.98189603,422861703.29543257,9127453.217664896,202604
50,1,202604,2026,202504,202604,202604-50,351420827.7954439,0.910638,0.727597,1.296574,0.858942649,232843525.40589476,32844290.891256724,182082403.52127585,3930241.511464815,202604
60,10,202604,2017,201604,201704,202604-60,707640977.4667852,0.0,0.492715,0.701373,0.766252133,0.0,0.0,0.0,0.0,202604
60,9,202604,2018,201704,201804,202604-60,811447167.0486135,0.000222,0.492715,0.701373,0.766252133,88758.30638256558,20747.0647954572,37587.91734201997,811.333715999928,202604
60,8,202604,2019,201804,201904,202604-60,1333289020.4016185,0.007526,0.492715,0.701373,0.766252133,4944066.466645764,1155664.9908846742,2093743.8900731087,45193.37943701753,202604
60,7,202604,2020,201904,202004,202604-60,1876547517.074024,0.0149869999999999,0.492715,0.701373,0.766252133,13857026.807698516,3239050.459261348,5868259.540790836,126666.15115595543,202604
60,6,202604,2021,202004,202104,202604-60,2746944155.159892,0.023333,0.492715,0.701373,0.766252133,31580295.93269441,7381826.813496095,13373819.325013751,288673.36360626214,202604
60,5,202604,2022,202104,202204,202604-60,3309113741.3894715,0.045204,0.492715,0.701373,0.766252133,73702860.76431824,17227886.495457385,31212143.980518386,673712.8990046323,202604
60,4,202604,2023,202204,202304,202604-60,3999361229.0024185,0.119318,0.492715,0.701373,0.766252133,235121520.2810108,54959153.85148353,99570717.71469338,2149230.021795633,202604
60,3,202604,2024,202304,202404,202604-60,4438634817.063189,0.307331,0.492715,0.701373,0.766252133,672127350.8707492,157108334.61839825,284636653.5989137,6143870.96185363,202604
60,2,202604,2025,202404,202504,202604-60,2859319527.4844694,0.613345,0.492715,0.701373,0.766252133,864098603.8827446,201981205.5352695,365933828.864487,7898667.289310126,202604
60,1,202604,2026,202504,202604,202604-60,941036513.2215884,0.927124,0.492715,0.701373,0.766252133,429872914.9901967,100481876.96003082,182045244.60595772,3929439.437740612,202604
80,10,202604,2017,201604,201704,202604-80,115730332.29095,0.0,1.411573,3.3364,0.916708906,0.0,0.0,0.0,0.0,202604
80,9,202604,2018,201704,201804,202604-80,206110560.83532,1.0000000000287557e-06,1.411573,3.3364,0.916708906,290.94010269836133,24.23271944221887,396.7271724923746,8.563340399191297,202604
80,8,202604,2019,201804,201904,202604-80,297868560.444533,0.0080999999999999,1.411573,3.3364,0.916708906,3405752.0615262017,283668.8150972727,4644098.125517627,100242.67520223372,202604
80,7,202604,2020,201904,202004,202604-80,552798595.946445,0.0085279999999999,1.411573,3.3364,0.916708906,6654531.202074555,554263.1838779248,9074147.30240346,195865.11227530756,202604
80,6,202604,2021,202004,202104,202604-80,369782137.65278167,0.009907,1.411573,3.3364,0.916708906,5171201.187159955,430715.00417265145,7051472.12894943,152205.748288554,202604
80,5,202604,2022,202104,202204,202604-80,706114661.7493906,0.013719,1.411573,3.3364,0.916708906,13674171.678022342,1138936.7186062967,18646159.17738063,402476.6117488061,202604
80,4,202604,2023,202204,202304,202604-80,436972789.2123781,0.082006,1.411573,3.3364,0.916708906,50582858.17487045,4213101.595031804,68975002.46332379,1488822.7126410217,202604
80,3,202604,2024,202304,202404,202604-80,236343896.52567855,0.121703,1.411573,3.3364,0.916708906,40602148.74322791,3381797.3875741777,55365264.25412014,1195057.0492075924,202604
80,2,202604,2025,202404,202504,202604-80,129250484.38444167,0.250256,1.411573,3.3364,0.916708906,45658329.80096235,3802932.2393349567,62259894.44102214,1343877.3703518836,202604
80,1,202604,2026,202504,202604,202604-80,50926654.40803497,0.878103,1.411573,3.3364,0.916708906,63123918.45000744,5257660.225267905,86076046.06943634,1857948.065614848,202604
90,10,202604,2017,201604,201704,202604-90,203463308.3291374,0.0,0.722713,1.201578,0.882909806,0.0,0.0,0.0,0.0,202604
90,9,202604,2018,201704,201804,202604-90,207161356.6563744,0.0131,0.722713,1.201578,0.882909806,1961308.4927468984,229649.99190958188,1299550.432023837,28050.74491223594,202604
90,8,202604,2019,201804,201904,202604-90,128422156.87174553,0.015977,0.722713,1.201578,0.882909806,1482863.111816036,173628.72943798333,982535.5902547569,21207.99203345101,202604
90,7,202604,2020,201904,202004,202604-90,164893503.44149876,0.022804,0.722713,1.201578,0.882909806,2717568.153716139,318200.5823268445,1800643.234491809,38866.8133255999,202604
90,6,202604,2021,202004,202104,202604-90,150036162.8919202,0.0719699999999999,0.722713,1.201578,0.882909806,7803929.155670035,913763.5787996604,5170833.422298936,111612.23584581204,202604
90,5,202604,2022,202104,202204,202604-90,192549560.67387277,0.0832699999999999,0.722713,1.201578,0.882909806,11587692.542467302,1356805.1678098494,7677930.782134268,165727.8336540171,202604
90,4,202604,2023,202204,202304,202604-90,299566107.3020514,0.1462179999999999,0.722713,1.201578,0.882909806,31656243.805345003,3706635.728479144,20975224.17591289,452749.38804737706,202604
90,3,202604,2024,202304,202404,202604-90,451976180.1696333,0.2360339999999999,0.722713,1.201578,0.882909806,77100284.4874263,9027687.268087937,51086154.15949539,1102692.6262826875,202604
90,2,202604,2025,202404,202504,202604-90,535665623.042392,0.492205,0.722713,1.201578,0.882909806,190548556.80194372,22311367.48235961,126256252.0017805,2725236.228779123,202604
90,1,202604,2026,202504,202604,202604-90,173570713.6178106,0.901152,0.722713,1.201578,0.882909806,113042139.0022277,13236125.985945804,74900996.51355623,1616735.06091028,202604
110,10,202604,2017,201604,201704,202604-110,448628705.8673256,0.0,0.667837,1.518457,0.834436992,0.0,0.0,0.0,0.0,202604
110,9,202604,2018,201704,201804,202604-110,494744950.8510596,0.0030189999999999,0.667837,1.518457,0.834436992,997504.721915644,165149.88225455757,1270515.809330548,27424.03372448764,202604
110,8,202604,2019,201804,201904,202604-110,564108254.569127,0.0115669999999999,0.667837,1.518457,0.834436992,4357663.259092089,721467.8370263696,5550329.678422897,119803.6475935683,202604
110,7,202604,2020,201904,202004,202604-110,682163029.3737935,0.0228429999999999,0.667837,1.518457,0.834436992,10406670.281467294,1722959.635063932,13254913.811037287,286106.7927683626,202604
110,6,202604,2021,202004,202104,202604-110,879408095.2901587,0.027243,0.667837,1.518457,0.834436992,15999848.338810574,2648983.018517282,20378911.31213013,439877.9983593252,202604
110,5,202604,2022,202104,202204,202604-110,1087870600.680988,0.044355,0.667837,1.518457,0.834436992,32224805.17188073,5335235.67647053,41044541.96953026,885944.8224982291,202604
110,4,202604,2023,202204,202304,202604-110,1326466077.0145984,0.086682,0.667837,1.518457,0.834436992,76788387.44244118,12713316.40443999,97804910.66875497,2111115.1462284657,202604
110,3,202604,2024,202304,202404,202604-110,1080828762.114802,0.2559209999999999,0.667837,1.518457,0.834436992,184728240.5515401,30584163.168260567,235287257.1869349,5078666.183175338,202604
110,2,202604,2025,202404,202504,202604-110,692191368.5057961,0.63656,0.667837,1.518457,0.834436992,294263232.19606274,48719105.8661826,374801322.13491446,8090071.782441153,202604
110,1,202604,2026,202504,202604,202604-110,174599507.99912542,0.951305,0.667837,1.518457,0.834436992,110925979.27760012,18365238.794545144,141285757.59221518,3049647.5152405133,202604
100,5,202604,2022,202104,202204,202604-100,77917388.6832642,0.0,0.0163,0.2145,0.609878848,0.0,0.0,0.0,0.0,202604
100,4,202604,2023,202204,202304,202604-100,101309613.3272439,0.3648,0.0163,0.2145,0.609878848,602411.2751509907,235013.38063969344,7325025.443860512,158110.38582117925,202604
100,3,202604,2024,202304,202404,202604-100,88132406.73199838,0.6938,0.0163,0.2145,0.609878848,996684.0997877656,388827.5491892861,12119189.483308906,261592.2278675484,202604
100,2,202604,2025,202404,202504,202604-100,25210021.26841337,0.863,0.0163,0.2145,0.609878848,354626.848180644,138347.43454236194,4312088.423889793,93076.25886374176,202604
100,1,202604,2026,202504,202604,202604-100,4941109.046362221,0.9343,0.0163,0.2145,0.609878848,75248.59436686443,29356.068320781866,914985.9756756156,19749.93626217288,202604
39,5,202604,2022,202104,202204,202604-39,-13210875.0,0.0,0.1063,0.2238,0.99549817,-0.0,-0.0,-0.0,-0.0,202604
39,4,202604,2023,202204,202304,202604-39,375160356.35,0.9718,0.1063,0.2238,0.99549817,38754942.68618886,174468.16363296716,42838248.03035928,924661.8972034324,202604
39,3,202604,2024,202304,202404,202604-39,348346404.3899407,0.9982,0.1063,0.2238,0.99549817,36962570.185634725,166399.20733879745,40857027.251289554,881897.3246874143,202604
39,2,202604,2025,202404,202504,202604-39,519622710.3075675,0.9998,0.1063,0.2238,0.99549817,55224846.92687329,248612.8726408082,61043457.32744695,1317620.6231462096,202604
39,1,202604,2026,202504,202604,202604-39,264784967.84281275,0.9998,0.1063,0.2238,0.99549817,28141012.753274657,126686.05544307556,31106011.27478619,671422.0287298228,202604
10,10,202605,2017,201605,201705,202605-10,555618470.3096334,0.0,0.786131,1.182353,0.955551279,0.0,0.0,0.0,0.0,202605
10,9,202605,2018,201705,201805,202605-10,549594524.8786366,0.002086,0.786131,1.182353,0.955551279,901263.1701103626,40059.99519581102,454250.3676708691,9804.97630244427,202605
10,8,202605,2019,201805,201905,202605-10,334988697.5166528,0.0031259999999999,0.786131,1.182353,0.955551279,823216.4692730817,36590.91916532426,414913.6414774624,8955.894616237358,202605
10,7,202605,2020,201905,202005,202605-10,496646290.01748097,0.0074319999999999,0.786131,1.182353,0.955551279,2901668.6595989843,128975.46068495914,1462485.2087548114,31567.685653269717,202605
10,6,202605,2021,202005,202105,202605-10,721163874.3821292,0.0063729999999999,0.786131,1.182353,0.955551279,3613040.2869853615,160595.0196779722,1821027.3460656228,39306.80357140293,202605
10,5,202605,2022,202105,202205,202605-10,542979038.9179844,0.022143,0.786131,1.182353,0.955551279,9451798.336202595,420120.3471941332,4763850.351107976,102827.52227698412,202605
10,4,202605,2023,202205,202305,202605-10,875434012.6198354,0.051265,0.786131,1.182353,0.955551279,35280871.14569738,1568189.598192052,17782096.529828366,383825.8535193362,202605
10,3,202605,2024,202305,202405,202605-10,995844852.4217212,0.1473919999999999,0.786131,1.182353,0.955551279,115387965.8106278,5128847.49907413,58157292.60062072,1255322.8711453,202605
10,2,202605,2025,202405,202505,202605-10,710523918.2622067,0.3808209999999999,0.786131,1.182353,0.955551279,212713235.552363,9454831.260074258,107210711.21356156,2314138.980683934,202605
10,1,202605,2026,202505,202605,202605-10,601601490.7324351,0.899869,0.786131,1.182353,0.955551279,425581868.53670406,18916569.737246625,214499745.1001804,4629968.553182265,202605
31,10,202605,2017,201605,201705,202605-31,10858367.529498,0.0,0.504994,2.269108,0.623312554,0.0,0.0,0.0,0.0,202605
31,9,202605,2018,201705,201805,202605-31,21188209.96830422,-0.080745,0.504994,2.269108,0.623312554,-863964.9519627333,-325444.75118835474,-3018120.348492824,-65146.00889952068,202605
31,8,202605,2019,201805,201905,202605-31,17980184.413983382,-0.1073569999999999,0.504994,2.269108,0.623312554,-974789.2405647176,-367190.8694166031,-3405266.8869918976,-73502.55169115392,202605
31,7,202605,2020,201905,202005,202605-31,20672635.56639012,-0.090764,0.504994,2.269108,0.623312554,-947535.9447600892,-356924.8950248751,-3310061.9525271584,-71447.55692892867,202605
31,6,202605,2021,202005,202105,202605-31,19779321.558838323,-0.0554269999999998,0.504994,2.269108,0.623312554,-553629.1924503372,-208545.16653516004,-1934013.0956216,-41745.59652734599,202605
31,5,202605,2022,202105,202205,202605-31,32097539.27569502,-0.0897239999999999,0.504994,2.269108,0.623312554,-1454342.1255384071,-547832.420879274,-5080506.509883408,-109662.5329974724,202605
31,4,202605,2023,202205,202305,202605-31,43807913.00523585,-0.1145370000000001,0.504994,2.269108,0.623312554,-2533871.494838164,-954477.5818827904,-8851665.917307796,-191062.8603370581,202605
31,3,202605,2024,202305,202405,202605-31,60594645.45467013,-0.1374120000000001,0.504994,2.269108,0.623312554,-4204797.909126128,-1583894.5853348614,-14688774.240209052,-317056.6136812832,202605
31,2,202605,2025,202405,202505,202605-31,51066900.50302455,0.547763,0.504994,2.269108,0.623312554,14125974.26786859,5321077.16922514,49346782.27778296,1065148.3526945915,202605
31,1,202605,2026,202505,202605,202605-31,7657637.041674645,0.979167,0.504994,2.269108,0.623312554,3786498.283405711,1426326.3676594817,13227512.866948878,285515.3444689831,202605
35,10,202605,2017,201605,201705,202605-35,-45529144.7137,0.0,0.785074,1.077951,0.991118599,-0.0,-0.0,-0.0,-0.0,202605
35,9,202605,2018,201705,201805,202605-35,130495712.9166,0.0,0.785074,1.077951,0.991118599,0.0,0.0,0.0,0.0,202605
35,8,202605,2019,201805,201905,202605-35,829706.4449,0.0,0.785074,1.077951,0.991118599,0.0,0.0,0.0,0.0,202605
35,7,202605,2020,201905,202005,202605-35,24586520.6112,0.0,0.785074,1.077951,0.991118599,0.0,0.0,0.0,0.0,202605
35,6,202605,2021,202005,202105,202605-35,36959302.4276,0.0,0.785074,1.077951,0.991118599,0.0,0.0,0.0,0.0,202605
35,5,202605,2022,202105,202205,202605-35,133107112.4788718,0.0,0.785074,1.077951,0.991118599,0.0,0.0,0.0,0.0,202605
35,4,202605,2023,202205,202305,202605-35,85476281.3146932,0.0442529999999999,0.785074,1.077951,0.991118599,2969606.6845189068,26374.267777492936,1107831.232395728,23912.493536203558,202605
35,3,202605,2024,202305,202405,202605-35,154564925.78138554,0.21428,0.785074,1.077951,0.991118599,26001786.145451646,230932.2894740007,9700136.701663082,209377.0688132693,202605
35,2,202605,2025,202405,202505,202605-35,151311189.26484898,0.266529,0.785074,1.077951,0.991118599,31661108.004080493,281194.99628854886,11811383.804470768,254948.2544080653,202605
35,1,202605,2026,202505,202605,202605-35,64960671.14393744,0.860082,0.785074,1.077951,0.991118599,43863265.09896666,389567.2465132281,16363478.464947328,353205.03843954264,202605
40,10,202605,2017,201605,201705,202605-40,74282294.34500736,0.0,0.503267,1.552995,0.66622296,0.0,0.0,0.0,0.0,202605
40,9,202605,2018,201705,201805,202605-40,89008800.03925864,0.044953,0.503267,1.552995,0.66622296,2013678.2556079323,672119.5676691789,4200184.887749055,90660.82544176011,202605
