fecha,local,visitante,gl,gv,fase
2018-02-24,Tigres,Morelia,2,1,regular
2018-02-24,Pachuca,León,2,1,regular
2018-02-24,América,Tijuana,0,0,regular
2018-02-25,Pumas,Chivas,1,1,regular
2018-02-25,Santos,Cruz Azul,2,0,regular
2018-03-02,Morelia,Atlas,2,1,regular
2018-03-02,Tijuana,Lobos BUAP,3,1,regular
2018-03-03,Cruz Azul,Querétaro,0,1,regular
2018-03-03,Monterrey,Puebla,1,3,regular
2018-03-03,León,Pumas,3,0,regular
2018-03-03,Necaxa,Santos,1,2,regular
2018-03-03,Chivas,América,1,1,regular
2018-03-04,Toluca,Pachuca,2,1,regular
2018-03-04,Veracruz,Tigres,0,2,regular
2018-03-09,Morelia,Veracruz,2,0,regular
2018-03-09,Atlas,Puebla,1,0,regular
2018-03-10,Cruz Azul,Pachuca,5,0,regular
2018-03-10,Lobos BUAP,Chivas,0,1,regular
2018-03-10,Querétaro,Necaxa,1,1,regular
2018-03-10,Tigres,Tijuana,1,0,regular
2018-03-10,América,León,2,0,regular
2018-03-11,Pumas,Toluca,0,1,regular
2018-03-11,Santos,Monterrey,3,2,regular
2018-03-16,Puebla,Santos,0,1,regular
2018-03-16,Tijuana,Morelia,1,1,regular
2018-03-17,Cruz Azul,Pumas,1,1,regular
2018-03-17,Monterrey,Querétaro,3,1,regular
2018-03-17,León,Lobos BUAP,2,2,regular
2018-03-17,América,Toluca,1,2,regular
2018-03-17,Necaxa,Pachuca,1,1,regular
2018-03-17,Chivas,Tigres,0,0,regular
2018-03-18,Veracruz,Atlas,3,1,regular
2018-03-30,Morelia,Chivas,1,2,regular
2018-03-30,Atlas,Santos,3,2,regular
2018-03-31,Lobos BUAP,Toluca,1,2,regular
2018-03-31,Querétaro,Puebla,2,1,regular
2018-03-31,Tigres,León,4,1,regular
2018-03-31,Pachuca,Monterrey,1,2,regular
2018-03-31,América,Cruz Azul,2,1,regular
2018-04-01,Pumas,Necaxa,1,1,regular
2018-04-01,Veracruz,Tijuana,1,0,regular
2018-04-06,Puebla,Pachuca,2,6,regular
2018-04-06,Tijuana,Atlas,2,2,regular
2018-04-07,Cruz Azul,Lobos BUAP,1,0,regular
2018-04-07,Monterrey,Pumas,2,1,regular
2018-04-07,León,Morelia,2,3,regular
2018-04-07,Necaxa,América,1,1,regular
2018-04-07,Chivas,Veracruz,0,1,regular
2018-04-08,Toluca,Tigres,1,0,regular
2018-04-08,Santos,Querétaro,3,0,regular
2018-04-13,Tijuana,Chivas,3,0,regular
2018-04-13,Atlas,Querétaro,1,0,regular
2018-04-14,Lobos BUAP,Necaxa,0,1,regular
2018-04-14,Tigres,Cruz Azul,2,2,regular
2018-04-14,Pachuca,Santos,3,1,regular
2018-04-14,Morelia,Toluca,0,1,regular
2018-04-14,América,Monterrey,0,0,regular
2018-04-15,Pumas,Puebla,4,2,regular
2018-04-15,Veracruz,León,1,2,regular
2018-04-20,Puebla,América,3,1,regular
2018-04-20,Atlas,Chivas,1,0,regular
2018-04-21,Cruz Azul,Morelia,2,0,regular
2018-04-21,Querétaro,Pachuca,0,0,regular
2018-04-21,Monterrey,Lobos BUAP,4,0,regular
2018-04-21,León,Tijuana,1,1,regular
2018-04-21,Necaxa,Tigres,1,1,regular
2018-04-22,Toluca,Veracruz,3,0,regular
2018-04-22,Santos,Pumas,1,2,regular
2018-04-27,Morelia,Necaxa,2,2,regular
2018-04-27,Tijuana,Toluca,1,0,regular
2018-04-28,Lobos BUAP,Puebla,0,1,regular
2018-04-28,Tigres,Monterrey,2,2,regular
2018-04-28,Pachuca,Atlas,0,0,regular
2018-04-28,América,Santos,1,0,regular
2018-04-28,Chivas,León,0,2,regular
2018-04-29,Pumas,Querétaro,1,1,regular
2018-04-29,Veracruz,Cruz Azul,1,2,regular
2018-05-02,Pumas,América,1,4,liguilla
2018-05-02,Tijuana,Monterrey,1,1,liguilla
2018-05-03,Tigres,Santos,2,0,liguilla
2018-05-03,Morelia,Toluca,2,2,liguilla
2018-05-05,América,Pumas,2,1,liguilla
2018-05-05,Monterrey,Tijuana,1,2,liguilla
2018-05-06,Toluca,Morelia,2,2,liguilla
2018-05-06,Santos,Tigres,2,0,liguilla
2018-05-10,Santos,América,4,1,liguilla
2018-05-10,Tijuana,Toluca,2,1,liguilla
2018-05-13,Toluca,Tijuana,4,1,liguilla
2018-05-13,América,Santos,2,2,liguilla
2018-05-17,Santos,Toluca,2,1,liguilla
2018-05-20,Toluca,Santos,1,1,liguilla
2018-07-20,Veracruz,Pumas,0,2,regular
2018-07-20,Atlas,Querétaro,0,0,regular
2018-07-21,Cruz Azul,Puebla,3,0,regular
2018-07-21,Pachuca,Monterrey,0,1,regular
2018-07-21,Tigres,León,2,0,regular
2018-07-21,Tijuana,Chivas,2,1,regular
2018-07-22,Toluca,Morelia,2,0,regular
2018-07-22,Santos,Lobos BUAP,2,1,regular
2018-07-22,Necaxa,América,2,1,regular
2018-07-27,Morelia,Santos,3,1,regular
2018-07-27,Puebla,Toluca,2,1,regular
2018-07-28,Querétaro,Pachuca,1,0,regular
2018-07-28,América,Atlas,3,0,regular
2018-07-28,Chivas,Cruz Azul,0,1,regular
2018-07-29,Pumas,Necaxa,5,3,regular
2018-07-29,Lobos BUAP,Veracruz,2,0,regular
2018-07-29,Tigres,Tijuana,1,0,regular
2018-07-29,León,Monterrey,0,2,regular
2018-08-03,Veracruz,Morelia,2,2,regular
2018-08-03,Atlas,Pumas,0,3,regular
2018-08-04,Necaxa,Lobos BUAP,1,0,regular
2018-08-04,Pachuca,América,1,3,regular
2018-08-04,Cruz Azul,Tigres,1,0,regular
2018-08-04,Monterrey,Querétaro,2,1,regular
2018-08-05,Toluca,Chivas,2,2,regular
2018-08-05,Santos,Puebla,2,0,regular
2018-08-05,Tijuana,León,1,1,regular
2018-08-10,Puebla,Veracruz,1,2,regular
2018-08-10,Morelia,Necaxa,2,1,regular
2018-08-11,Lobos BUAP,Atlas,0,0,regular
2018-08-11,León,Querétaro,4,0,regular
2018-08-11,Tigres,Toluca,1,2,regular
2018-08-11,América,Monterrey,3,0,regular
2018-08-12,Pumas,Pachuca,0,0,regular
2018-08-12,Chivas,Santos,1,2,regular
2018-08-12,Tijuana,Cruz Azul,1,1,regular
2018-08-17,Veracruz,Chivas,0,2,regular
2018-08-17,Atlas,Morelia,0,1,regular
2018-08-18,Cruz Azul,León,3,0,regular
2018-08-18,Pachuca,Lobos BUAP,3,0,regular
2018-08-18,Necaxa,Puebla,2,2,regular
2018-08-18,Querétaro,América,1,1,regular
2018-08-18,Monterrey,Pumas,1,0,regular
2018-08-19,Toluca,Tijuana,3,0,regular
2018-08-19,Santos,Tigres,3,1,regular
2018-08-21,Morelia,Pachuca,1,1,regular
2018-08-21,Pumas,Querétaro,0,1,regular
2018-08-21,Puebla,Atlas,2,0,regular
2018-08-21,Chivas,Necaxa,1,0,regular
2018-08-22,Cruz Azul,Toluca,1,0,regular
2018-08-22,León,América,2,0,regular
2018-08-22,Tigres,Veracruz,4,0,regular
2018-08-22,Lobos BUAP,Monterrey,1,2,regular
2018-08-22,Tijuana,Santos,2,2,regular
2018-08-24,Atlas,Chivas,0,1,regular
2018-08-25,Pachuca,Puebla,2,0,regular
2018-08-25,América,Pumas,2,2,regular
2018-08-25,Veracruz,Tijuana,1,0,regular
2018-08-25,Necaxa,Tigres,1,1,regular
2018-08-25,Monterrey,Morelia,2,2,regular
2018-08-26,Querétaro,Lobos BUAP,2,0,regular
2018-08-26,Toluca,León,1,2,regular
2018-08-26,Santos,Cruz Azul,1,1,regular
2018-08-31,Morelia,Querétaro,1,4,regular
2018-08-31,Puebla,Monterrey,2,1,regular
2018-08-31,Tijuana,Necaxa,1,0,regular
2018-09-01,Cruz Azul,Veracruz,4,1,regular
2018-09-01,León,Pumas,1,2,regular
2018-09-01,Tigres,Atlas,3,1,regular
2018-09-01,Chivas,Pachuca,1,3,regular
2018-09-02,Toluca,Santos,2,1,regular
2018-09-02,Lobos BUAP,América,0,2,regular
2018-09-14,Veracruz,Toluca,2,3,regular
2018-09-15,Querétaro,Puebla,0,1,regular
2018-09-15,Pachuca,Tigres,1,1,regular
2018-09-15,América,Morelia,2,1,regular
2018-09-15,Necaxa,Cruz Azul,2,0,regular
2018-09-15,Monterrey,Chivas,2,4,regular
2018-09-16,Pumas,Lobos BUAP,4,2,regular
2018-09-16,Santos,León,3,0,regular
2018-09-16,Atlas,Tijuana,0,1,regular
2018-09-21,Morelia,Pumas,0,0,regular
2018-09-21,Puebla,América,2,3,regular
2018-09-22,Toluca,Necaxa,3,2,regular
2018-09-22,León,Lobos BUAP,0,1,regular
2018-09-22,Cruz Azul,Atlas,2,0,regular
2018-09-22,Tijuana,Pachuca,1,0,regular
2018-09-23,Chivas,Querétaro,1,1,regular
2018-09-23,Santos,Veracruz,1,1,regular
2018-09-23,Tigres,Monterrey,0,0,regular
2018-09-28,Veracruz,León,0,4,regular
2018-09-28,Atlas,Toluca,2,0,regular
2018-09-29,Querétaro,Tigres,0,2,regular
2018-09-29,Pachuca,Cruz Azul,3,1,regular
2018-09-29,Necaxa,Santos,0,1,regular
2018-09-29,Monterrey,Tijuana,3,0,regular
2018-09-30,Pumas,Puebla,2,2,regular
2018-09-30,Lobos BUAP,Morelia,3,1,regular
2018-09-30,América,Chivas,1,1,regular
2018-10-05,Santos,Atlas,3,1,regular
2018-10-05,Veracruz,Necaxa,0,0,regular
2018-10-06,Cruz Azul,Monterrey,2,1,regular
2018-10-06,León,Morelia,1,2,regular
2018-10-06,Tigres,América,2,3,regular
2018-10-06,Chivas,Pumas,1,2,regular
2018-10-06,Tijuana,Querétaro,1,1,regular
2018-10-07,Toluca,Pachuca,2,1,regular
2018-10-07,Puebla,Lobos BUAP,2,2,regular
2018-10-19,Atlas,Veracruz,4,3,regular
2018-10-20,Querétaro,Cruz Azul,2,0,regular
2018-10-20,Pachuca,Santos,1,1,regular
2018-10-20,América,Tijuana,3,0,regular
2018-10-20,Necaxa,León,0,2,regular
2018-10-20,Monterrey,Toluca,2,1,regular
2018-10-21,Lobos BUAP,Chivas,1,1,regular
2018-10-21,Pumas,Tigres,3,3,regular
2018-10-21,Morelia,Puebla,2,0,regular
2018-10-26,Santos,Monterrey,1,0,regular
2018-10-26,Veracruz,Pachuca,2,3,regular
2018-10-27,Necaxa,Atlas,2,2,regular
2018-10-27,Tigres,Lobos BUAP,2,2,regular
2018-10-27,Chivas,Morelia,1,2,regular
2018-10-27,Cruz Azul,América,0,0,regular
2018-10-27,Tijuana,Pumas,0,1,regular
2018-10-28,Toluca,Querétaro,4,0,regular
2018-10-28,León,Puebla,0,4,regular
2018-11-02,Morelia,Tigres,0,2,regular
2018-11-02,Puebla,Chivas,2,2,regular
2018-11-03,Pachuca,Necaxa,6,2,regular
2018-11-03,América,Toluca,1,1,regular
2018-11-03,Monterrey,Veracruz,2,0,regular
2018-11-03,Lobos BUAP,Tijuana,3,1,regular
2018-11-04,Pumas,Cruz Azul,1,2,regular
2018-11-04,Querétaro,Santos,2,1,regular
2018-11-04,Atlas,León,0,0,regular
2018-11-09,Veracruz,Querétaro,2,2,regular
2018-11-09,Atlas,Pachuca,0,0,regular
2018-11-10,Cruz Azul,Lobos BUAP,2,1,regular
2018-11-10,León,Chivas,0,1,regular
2018-11-10,Tigres,Puebla,6,1,regular
2018-11-10,Necaxa,Monterrey,1,1,regular
2018-11-10,Tijuana,Morelia,2,3,regular
2018-11-11,Toluca,Pumas,0,1,regular
2018-11-11,Santos,América,1,1,regular
2018-11-23,Morelia,Cruz Azul,0,2,regular
2018-11-23,Puebla,Tijuana,0,0,regular
2018-11-24,Querétaro,Necaxa,1,0,regular
2018-11-24,Pachuca,León,1,1,regular
2018-11-24,América,Veracruz,4,1,regular
2018-11-24,Chivas,Tigres,0,1,regular
2018-11-24,Monterrey,Atlas,3,1,regular
2018-11-25,Pumas,Santos,1,1,regular
2018-11-25,Lobos BUAP,Toluca,2,0,regular
2018-11-28,Querétaro,Cruz Azul,0,2,liguilla
2018-11-28,Monterrey,Santos,1,0,liguilla
2018-11-29,Toluca,América,2,2,liguilla
2018-11-29,Tigres,Pumas,2,1,liguilla
2018-12-01,Cruz Azul,Querétaro,1,1,liguilla
2018-12-01,Santos,Monterrey,0,2,liguilla
2018-12-02,Pumas,Tigres,3,1,liguilla
2018-12-02,América,Toluca,3,2,liguilla
2018-12-05,Monterrey,Cruz Azul,1,0,liguilla
2018-12-06,Pumas,América,1,1,liguilla
2018-12-08,Cruz Azul,Monterrey,1,0,liguilla
2018-12-09,América,Pumas,6,1,liguilla
2018-12-13,América,Cruz Azul,0,0,liguilla
2018-12-16,Cruz Azul,América,0,2,liguilla
2019-01-04,Morelia,Toluca,1,3,regular
2019-01-04,Puebla,Cruz Azul,1,1,regular
2019-01-05,Querétaro,Atlas,1,2,regular
2019-01-05,Monterrey,Pachuca,5,0,regular
2019-01-05,León,Tigres,2,2,regular
2019-01-05,Chivas,Tijuana,2,0,regular
2019-01-06,Pumas,Veracruz,0,0,regular
2019-01-06,Lobos BUAP,Santos,2,0,regular
2019-01-11,Veracruz,Lobos BUAP,0,1,regular
2019-01-11,Atlas,América,1,2,regular
2019-01-12,Monterrey,León,2,2,regular
2019-01-12,Cruz Azul,Chivas,0,1,regular
2019-01-12,Pachuca,Querétaro,3,0,regular
2019-01-12,Necaxa,Pumas,2,1,regular
2019-01-12,Tijuana,Tigres,0,3,regular
2019-01-13,Toluca,Puebla,2,0,regular
2019-01-13,Santos,Morelia,1,0,regular
2019-01-18,Morelia,Veracruz,2,0,regular
2019-01-18,Puebla,Santos,1,1,regular
2019-01-19,Querétaro,Monterrey,1,2,regular
2019-01-19,América,Pachuca,3,0,regular
2019-01-19,Tigres,Cruz Azul,0,1,regular
2019-01-20,Pumas,Atlas,2,2,regular
2019-01-20,Lobos BUAP,Necaxa,2,3,regular
2019-01-20,Chivas,Toluca,1,0,regular
2019-01-20,León,Tijuana,0,1,regular
2019-01-25,Veracruz,Puebla,0,1,regular
2019-01-25,Atlas,Lobos BUAP,3,1,regular
2019-01-26,Cruz Azul,Tijuana,1,0,regular
2019-01-26,Monterrey,América,3,2,regular
2019-01-26,Pachuca,Pumas,1,0,regular
2019-01-26,Necaxa,Morelia,0,0,regular
2019-01-27,Toluca,Tigres,0,1,regular
2019-01-27,Querétaro,León,0,4,regular
2019-01-27,Santos,Chivas,1,0,regular
2019-02-01,Morelia,Atlas,1,2,regular
2019-02-01,Puebla,Necaxa,1,4,regular
2019-02-02,América,Querétaro,2,0,regular
2019-02-02,León,Cruz Azul,2,0,regular
2019-02-02,Tigres,Santos,2,1,regular
2019-02-02,Tijuana,Toluca,2,0,regular
2019-02-03,Pumas,Monterrey,1,1,regular
2019-02-03,Lobos BUAP,Pachuca,1,1,regular
2019-02-04,Chivas,Veracruz,0,0,regular
2019-02-08,Veracruz,Tigres,0,2,regular
2019-02-08,Atlas,Puebla,1,2,regular
2019-02-09,Monterrey,Lobos BUAP,4,0,regular
2019-02-09,Querétaro,Pumas,0,2,regular
2019-02-09,América,León,0,3,regular
2019-02-09,Pachuca,Morelia,2,0,regular
2019-02-09,Necaxa,Chivas,3,3,regular
2019-02-10,Toluca,Cruz Azul,1,1,regular
2019-02-10,Santos,Tijuana,1,1,regular
2019-02-15,Morelia,Monterrey,2,3,regular
2019-02-15,Puebla,Pachuca,1,1,regular
2019-02-15,Tijuana,Veracruz,3,0,regular
2019-02-16,Cruz Azul,Santos,1,2,regular
2019-02-16,León,Toluca,3,0,regular
2019-02-16,Tigres,Necaxa,3,2,regular
2019-02-16,Chivas,Atlas,3,0,regular
2019-02-17,Pumas,América,1,0,regular
2019-02-17,Lobos BUAP,Querétaro,3,1,regular
2019-02-22,Veracruz,Cruz Azul,1,1,regular
2019-02-22,Atlas,Tigres,0,1,regular
2019-02-23,Querétaro,Morelia,3,0,regular
2019-02-23,América,Lobos BUAP,3,0,regular
2019-02-23,Monterrey,Puebla,0,0,regular
2019-02-23,Necaxa,Tijuana,1,2,regular
2019-02-23,Pachuca,Chivas,3,1,regular
2019-02-24,Pumas,León,1,3,regular
2019-02-24,Santos,Toluca,4,0,regular
2019-03-01,Morelia,América,2,2,regular
2019-03-01,Tijuana,Atlas,3,1,regular
2019-03-02,Cruz Azul,Necaxa,2,1,regular
2019-03-02,León,Santos,3,0,regular
2019-03-02,Tigres,Pachuca,3,0,regular
2019-03-02,Chivas,Monterrey,0,2,regular
2019-03-03,Toluca,Veracruz,3,1,regular
2019-03-03,Lobos BUAP,Pumas,2,1,regular
2019-03-04,Puebla,Querétaro,1,0,regular
2019-03-05,América,Necaxa,1,3,regular
2019-03-08,Veracruz,Santos,2,2,regular
2019-03-08,Atlas,Cruz Azul,0,2,regular
2019-03-09,Pachuca,Tijuana,4,0,regular
2019-03-09,América,Puebla,1,0,regular
2019-03-09,Monterrey,Tigres,1,1,regular
2019-03-09,Necaxa,Toluca,1,1,regular
2019-03-09,Querétaro,Chivas,0,0,regular
2019-03-10,Pumas,Morelia,2,2,regular
2019-03-10,Lobos BUAP,León,0,1,regular
2019-03-15,Morelia,Lobos BUAP,1,1,regular
2019-03-15,Puebla,Pumas,1,0,regular
2019-03-16,Cruz Azul,Pachuca,4,1,regular
2019-03-16,Chivas,América,0,2,regular
2019-03-16,Tigres,Querétaro,4,1,regular
2019-03-16,Tijuana,Monterrey,1,0,regular
2019-03-17,Toluca,Atlas,2,0,regular
2019-03-17,Santos,Necaxa,1,2,regular
2019-03-17,León,Veracruz,2,0,regular
2019-03-29,Morelia,León,2,3,regular
2019-03-29,Atlas,Santos,1,0,regular
2019-03-30,Querétaro,Tijuana,1,0,regular
2019-03-30,América,Tigres,3,0,regular
2019-03-30,Pachuca,Toluca,3,2,regular
2019-03-30,Monterrey,Cruz Azul,2,2,regular
2019-03-30,Necaxa,Veracruz,2,0,regular
2019-03-31,Pumas,Chivas,2,1,regular
2019-03-31,Lobos BUAP,Puebla,0,4,regular
2019-04-05,Veracruz,Atlas,0,1,regular
2019-04-05,Puebla,Morelia,1,1,regular
2019-04-06,Cruz Azul,Querétaro,3,0,regular
2019-04-06,León,Necaxa,2,1,regular
2019-04-06,Tigres,Pumas,2,0,regular
2019-04-06,Chivas,Lobos BUAP,0,1,regular
2019-04-06,Tijuana,América,3,2,regular
2019-04-07,Toluca,Monterrey,5,1,regular
2019-04-07,Santos,Pachuca,0,0,regular
2019-04-12,Puebla,León,0,3,regular
2019-04-12,Atlas,Necaxa,1,2,regular
2019-04-13,Querétaro,Toluca,0,0,regular
2019-04-13,Pachuca,Veracruz,9,2,regular
2019-04-13,Morelia,Chivas,1,0,regular
2019-04-14,Pumas,Tijuana,1,0,regular
2019-04-14,Lobos BUAP,Tigres,0,3,regular
2019-04-14,América,Cruz Azul,0,0,regular
2019-04-14,Monterrey,Santos,4,0,regular
2019-04-19,Veracruz,Monterrey,0,1,regular
2019-04-19,Tijuana,Lobos BUAP,1,2,regular
2019-04-20,Necaxa,Pachuca,2,2,regular
2019-04-20,León,Atlas,5,2,regular
2019-04-20,Cruz Azul,Pumas,2,1,regular
2019-04-20,Tigres,Morelia,3,3,regular
2019-04-20,Chivas,Puebla,1,3,regular
2019-04-21,Toluca,América,3,2,regular
2019-04-21,Santos,Querétaro,2,1,regular
2019-04-26,Puebla,Tigres,1,1,regular
2019-04-26,Morelia,Tijuana,1,4,regular
2019-04-27,Pachuca,Atlas,1,0,regular
2019-04-27,América,Santos,1,0,regular
2019-04-27,Monterrey,Necaxa,2,2,regular
2019-04-27,Chivas,León,2,1,regular
2019-04-28,Pumas,Toluca,2,2,regular
2019-04-28,Lobos BUAP,Cruz Azul,1,4,regular
2019-04-28,Querétaro,Veracruz,2,1,regular
2019-05-03,Veracruz,América,0,2,regular
2019-05-04,Cruz Azul,Morelia,1,1,regular
2019-05-04,León,Pachuca,2,1,regular
2019-05-04,Tigres,Chivas,2,1,regular
2019-05-04,Necaxa,Querétaro,1,0,regular
2019-05-04,Tijuana,Puebla,4,0,regular
2019-05-05,Toluca,Lobos BUAP,4,0,regular
2019-05-05,Atlas,Monterrey,2,0,regular
2019-05-05,Santos,Pumas,5,2,regular
2019-05-08,Pachuca,Tigres,1,1,liguilla
2019-05-08,Tijuana,León,1,3,liguilla
2019-05-09,Necaxa,Monterrey,1,0,liguilla
2019-05-09,América,Cruz Azul,3,1,liguilla
2019-05-11,Tigres,Pachuca,1,1,liguilla
2019-05-11,León,Tijuana,2,1,liguilla
2019-05-12,Cruz Azul,América,1,0,liguilla
2019-05-12,Monterrey,Necaxa,1,0,liguilla
2019-05-15,Monterrey,Tigres,1,0,liguilla
2019-05-16,América,León,0,1,liguilla
2019-05-18,Tigres,Monterrey,1,0,liguilla
2019-05-19,León,América,0,1,liguilla
2019-05-23,Tigres,León,1,0,liguilla
2019-05-26,León,Tigres,0,0,liguilla
2019-07-19,Puebla,Tijuana,1,3,regular
2019-07-19,Atlas,Juárez,1,0,regular
2019-07-20,Atlético San Luis,Pumas,0,2,regular
2019-07-20,Pachuca,León,1,3,regular
2019-07-20,América,Monterrey,4,2,regular
2019-07-20,Tigres,Morelia,4,2,regular
2019-07-20,Necaxa,Cruz Azul,0,0,regular
2019-07-21,Toluca,Querétaro,0,2,regular
2019-07-21,Santos,Chivas,3,0,regular
2019-07-26,Morelia,Atlas,0,1,regular
2019-07-26,Veracruz,Pachuca,3,3,regular
2019-07-27,León,América,0,0,regular
2019-07-27,Cruz Azul,Toluca,1,1,regular
2019-07-27,Tijuana,Querétaro,1,1,regular
2019-07-28,Pumas,Necaxa,2,0,regular
2019-07-28,Atlético San Luis,Monterrey,1,0,regular
2019-07-28,Santos,Juárez,3,0,regular
2019-07-28,Chivas,Tigres,2,0,regular
2019-08-02,Puebla,Chivas,1,1,regular
2019-08-02,Atlas,Santos,1,2,regular
2019-08-03,Querétaro,Cruz Azul,3,0,regular
2019-08-03,América,Tijuana,3,1,regular
2019-08-03,Pachuca,Morelia,1,2,regular
2019-08-03,Necaxa,Veracruz,7,0,regular
2019-08-03,Monterrey,León,3,2,regular
2019-08-04,Pumas,Tigres,0,1,regular
2019-08-04,Juárez,Toluca,2,0,regular
2019-08-09,Morelia,Monterrey,0,1,regular
2019-08-09,Veracruz,Atlas,1,2,regular
2019-08-09,Tijuana,Pumas,1,0,regular
2019-08-10,Querétaro,Pachuca,2,1,regular
2019-08-10,Cruz Azul,Juárez,2,0,regular
2019-08-10,Tigres,Necaxa,3,1,regular
2019-08-10,Chivas,Atlético San Luis,3,0,regular
2019-08-11,Toluca,América,0,1,regular
2019-08-11,Santos,Puebla,4,1,regular
2019-08-16,Puebla,Pachuca,0,4,regular
2019-08-16,Atlas,Cruz Azul,1,3,regular
2019-08-17,Atlético San Luis,Tigres,1,1,regular
2019-08-17,León,Chivas,4,3,regular
2019-08-17,América,Morelia,1,0,regular
2019-08-17,Monterrey,Toluca,2,0,regular
2019-08-18,Pumas,Veracruz,2,0,regular
2019-08-18,Necaxa,Santos,3,0,regular
2019-08-18,Juárez,Querétaro,0,2,regular
2019-08-23,Veracruz,Atlético San Luis,1,2,regular
2019-08-23,Morelia,Pumas,2,0,regular
2019-08-23,Santos,Monterrey,2,1,regular
2019-08-24,Querétaro,León,0,4,regular
2019-08-24,Pachuca,Atlas,3,1,regular
2019-08-24,Cruz Azul,Puebla,1,1,regular
2019-08-24,Tigres,América,1,1,regular
2019-08-25,Toluca,Tijuana,2,0,regular
2019-08-25,Chivas,Necaxa,1,2,regular
2019-08-27,Veracruz,Querétaro,0,5,regular
2019-08-27,Atlético San Luis,Morelia,1,1,regular
2019-08-27,Atlas,Tigres,1,1,regular
2019-08-27,América,Pachuca,1,1,regular
2019-08-28,León,Santos,2,2,regular
2019-08-28,Necaxa,Toluca,1,1,regular
2019-08-28,Tijuana,Cruz Azul,3,2,regular
2019-08-29,Puebla,Juárez,2,1,regular
2019-08-29,Monterrey,Pumas,2,0,regular
2019-08-30,Morelia,Veracruz,1,0,regular
2019-08-30,Atlas,América,3,0,regular
2019-08-31,Necaxa,Tijuana,3,2,regular
2019-08-31,Tigres,León,1,1,regular
2019-08-31,Pachuca,Atlético San Luis,0,2,regular
2019-08-31,Cruz Azul,Chivas,1,1,regular
2019-09-01,Pumas,Toluca,2,1,regular
2019-09-01,Querétaro,Puebla,1,1,regular
2019-09-01,Juárez,Monterrey,1,0,regular
2019-09-13,Puebla,Atlético San Luis,1,3,regular
2019-09-13,Veracruz,Cruz Azul,0,0,regular
2019-09-13,Tijuana,Tigres,1,1,regular
2019-09-14,Monterrey,Necaxa,0,2,regular
2019-09-14,León,Juárez,3,1,regular
2019-09-14,Chivas,Atlas,1,0,regular
2019-09-14,América,Pumas,1,1,regular
2019-09-15,Toluca,Morelia,0,2,regular
2019-09-15,Santos,Pachuca,2,2,regular
2019-09-20,Morelia,Chivas,1,0,regular
2019-09-20,Atlas,Toluca,0,1,regular
2019-09-21,Atlético San Luis,Santos,2,3,regular
2019-09-21,Necaxa,León,2,4,regular
2019-09-21,Monterrey,Puebla,3,2,regular
2019-09-21,Pachuca,Tijuana,4,1,regular
2019-09-21,América,Querétaro,2,2,regular
2019-09-22,Pumas,Cruz Azul,1,1,regular
2019-09-22,Juárez,Veracruz,2,0,regular
2019-09-24,Querétaro,Necaxa,1,2,regular
2019-09-24,Tigres,Puebla,0,1,regular
2019-09-24,Chivas,Pachuca,2,4,regular
2019-09-24,León,Atlas,1,1,regular
2019-09-25,Juárez,América,1,1,regular
2019-09-25,Santos,Veracruz,5,0,regular
2019-09-25,Cruz Azul,Monterrey,1,1,regular
2019-09-25,Tijuana,Morelia,3,2,regular
2019-09-26,Toluca,Atlético San Luis,3,1,regular
2019-09-27,Puebla,León,2,1,regular
2019-09-27,Atlas,Querétaro,2,0,regular
2019-09-28,Pachuca,Cruz Azul,2,0,regular
2019-09-28,Necaxa,Juárez,0,0,regular
2019-09-28,Monterrey,Tigres,0,2,regular
2019-09-28,América,Chivas,4,1,regular
2019-09-29,Pumas,Santos,2,0,regular
2019-09-29,Atlético San Luis,Tijuana,2,3,regular
2019-09-29,Veracruz,Toluca,1,1,regular
2019-10-04,Morelia,Necaxa,2,3,regular
2019-10-05,León,Veracruz,1,1,regular
2019-10-05,Cruz Azul,América,5,2,regular
2019-10-05,Tigres,Santos,4,0,regular
2019-10-05,Chivas,Pumas,1,1,regular
2019-10-05,Tijuana,Atlas,2,2,regular
2019-10-06,Toluca,Puebla,1,1,regular
2019-10-06,Juárez,Atlético San Luis,1,2,regular
2019-10-06,Querétaro,Monterrey,2,1,regular
2019-10-18,Puebla,Atlas,0,1,regular
2019-10-18,Veracruz,Tigres,1,3,regular
2019-10-18,Santos,Tijuana,4,1,regular
2019-10-19,Cruz Azul,Morelia,2,3,regular
2019-10-19,Pachuca,Juárez,0,1,regular
2019-10-19,Necaxa,América,2,2,regular
2019-10-20,Pumas,León,1,2,regular
2019-10-20,Atlético San Luis,Querétaro,0,2,regular
2019-10-20,Monterrey,Chivas,1,1,regular
2019-10-25,Morelia,Santos,2,2,regular
2019-10-25,Tijuana,Veracruz,2,0,regular
2019-10-25,Atlas,Necaxa,0,2,regular
2019-10-26,Querétaro,Pumas,3,0,regular
2019-10-26,América,Puebla,2,0,regular
2019-10-26,León,Atlético San Luis,3,2,regular
2019-10-26,Tigres,Cruz Azul,1,1,regular
2019-10-27,Toluca,Pachuca,2,0,regular
2019-10-27,Juárez,Chivas,1,2,regular
2019-10-29,Santos,Querétaro,1,0,regular
2019-10-29,Veracruz,Puebla,1,0,regular
2019-10-29,Atlético San Luis,América,0,1,regular
2019-10-29,Pumas,Atlas,5,1,regular
2019-10-30,Pachuca,Monterrey,2,3,regular
